state_name,drug_name,generic_name,bene_count,prescriber_count,total_claim_count,total_drug_cost
National Total,TRUEPLUS INSULIN SYRINGE,SYRINGE & NEEDLEINSULIN1 ML,2116,1537,5323,92201.76
National Total,TRUSOPT,DORZOLAMIDE HCL,1106,1069,4158,407376.46
National Total,TRUVADA,EMTRICITABINE/TENOFOVIR,57263,15406,488245,621051368.1
National Total,TUDORZA PRESSAIR,ACLIDINIUM BROMIDE,42752,19531,101656,26495740.24
National Total,TUSSICAPS,HYDROCODONE/CHLORPHEN POLIS,525,446,807,195344.34
National Total,TUSSIGON,HYDROCODONE BIT/HOMATROP ME-BR,55,52,99,3483.42
National Total,TUSSIONEX,HYDROCODONE/CHLORPHEN POLIS,262,267,550,128330.79
National Total,TWINRIX,HEPATITIS A & B VACCINE/PF,6671,3996,10710,1177046.29
National Total,TWYNSTA,TELMISARTAN/AMLODIPINE,1776,1754,9912,2103380.5
National Total,TYGACIL,TIGECYCLINE,3151,2535,11043,9183831.89
National Total,TYKERB,LAPATINIB DITOSYLATE,1372,1304,6214,25590939.4
National Total,TYLENOL-CODEINE NO.3,ACETAMINOPHEN WITH CODEINE,729,825,2519,208486.74
National Total,TYLENOL-CODEINE NO.4,ACETAMINOPHEN WITH CODEINE,237,291,1502,308556.91
National Total,TYLOX,OXYCODONE HCL/ACETAMINOPHEN,17,18,25,5167.64
National Total,TYPHIM VI,TYPHOID VACC VI CAPSULR POLYS,6771,3010,6800,542033.59
National Total,TYSABRI,NATALIZUMAB,493,320,3508,15332358.36
National Total,TYVASO,TREPROSTINIL/NEB ACCESSORIES,51,53,357,4996715.65
National Total,TYVASO,TREPROSTINIL/NEBULIZER/ACCESOR,15,15,15,208826.85
National Total,TYZEKA,TELBIVUDINE,55,62,406,378362.97
National Total,TYZINE,TETRAHYDROZOLINE HCL,55,47,81,7280.79
National Total,U-CORT,HYDROCORTISONE ACETATE/UREA,142,134,224,10626.47
National Total,UCERIS,BUDESONIDE,2211,1817,4928,6793470.95
National Total,UDAMIN,MULTIVITAMINS MIN #28/FA/LYCO,  ,  ,27,1533.56
National Total,UDAMIN SP,MV MIN CMB#9/FA/SAW PALMET XT,29,25,145,6665.21
National Total,ULESFIA,BENZYL ALCOHOL,221,211,294,43285.89
National Total,ULORIC,FEBUXOSTAT,97111,56070,514932,132258256.2
National Total,ULTICARE,NEEDLES INSULIN DISPOSABLE,37059,24627,111244,3172790.75
National Total,ULTICARE,SYRG-NDINS0.3/CONTAINER,44,47,99,2301.82
National Total,ULTICARE,SYRG-NDINS0.5/CONTAINER,135,133,334,9354.7
National Total,ULTICARE,SYRING W-NDLDISPINSUL0.3ML,1637,1584,4067,78008.83
National Total,ULTICARE,SYRING W-NDLDISPINSUL0.5ML,5131,4647,15284,294954.87
National Total,ULTICARE,SYRINGE & NEEDLEINSULIN1 ML,5153,4863,15012,293705.43
National Total,ULTICARE,SYRNGE&NEEDLEINSLN1ML&SHARPS,137,137,361,9201.5
National Total,ULTILET ALCOHOL SWAB,ALCOHOL ANTISEPTIC PADS,32,29,39,169.21
National Total,ULTILET INSULIN SYRINGE,SYRING W-NDLDISPINSUL0.3ML,140,83,421,6472.05
National Total,ULTILET INSULIN SYRINGE,SYRING W-NDLDISPINSUL0.5ML,282,212,861,14837.64
National Total,ULTILET INSULIN SYRINGE,SYRINGE & NEEDLEINSULIN1 ML,272,210,771,14535.5
National Total,ULTIMATECARE ONE,PNV W-CA NO.37/IRON/FA/OMEGA-3,50,53,191,7729.87
National Total,ULTRA COMFORT,SYR W-NDLINS 0.3 ML HALF MARK,5985,5718,16410,251945.98
National Total,ULTRA COMFORT,SYRING W-NDLDISPINSUL0.3ML,1205,1179,3325,68650.43
National Total,ULTRA COMFORT,SYRING W-NDLDISPINSUL0.5ML,21918,17572,68319,1157108.87
National Total,ULTRA COMFORT,SYRINGE & NEEDLEINSULIN1 ML,21813,17470,67334,1159662.79
National Total,ULTRA COMFORT,SYRINGE W-NDL DISP. INSULIN,12,12,39,565.6
National Total,ULTRA-THIN II,NEEDLES INSULIN DISPOSABLE,773,732,1738,68896.79
National Total,ULTRA-THIN II,SYRING W-NDLDISPINSUL0.3ML,246,223,712,25206.44
National Total,ULTRA-THIN II,SYRING W-NDLDISPINSUL0.5ML,1016,839,3050,86071.72
National Total,ULTRA-THIN II,SYRINGE & NEEDLEINSULIN1 ML,644,602,1787,52854.57
National Total,ULTRACET,TRAMADOL HCL/ACETAMINOPHEN,1107,1218,4167,986596.57
National Total,ULTRACOMFORT,NEEDLES INSULIN DISPOSABLE,26,25,63,1460.31
National Total,ULTRACOMFORT,SYRG-NDINS0.5/CONTAINER,19,17,54,1235.26
National Total,ULTRACOMFORT,SYRING W-NDLDISPINSUL0.5ML,12,13,23,450.08
National Total,ULTRACOMFORT,SYRINGE & NEEDLEINSULIN1 ML,  ,  ,26,584.96
National Total,ULTRACOMFORT,SYRNGE&NEEDLEINSLN1ML&SHARPS,18,18,73,1271.02
National Total,ULTRAM,TRAMADOL HCL,2530,2969,10875,3020792.99
National Total,ULTRAM ER,TRAMADOL HCL,493,564,2450,948681.35
National Total,ULTRAVATE,HALOBETASOL PROPIONATE,73,67,100,26545.35
National Total,ULTRAVATE X,HALOBETASOL/LACTIC ACID,68,57,93,25582.76
National Total,ULTRESA,LIPASE/PROTEASE/AMYLASE,44,46,121,267375.22
National Total,UMECTA,UREA,156,138,242,47198.17
National Total,UMECTA PD,UREA,130,79,174,40310.82
National Total,UNASYN,AMPICILLIN SODIUM/SULBACTAM NA,194,199,623,189261.46
National Total,UNIFINE PENTIPS,NEEDLES INSULIN DISPOSABLE,71663,42300,229791,6038590.62
National Total,UNIFINE PENTIPS PLUS,NEEDLES INSULIN DISPOSABLE,1007,755,2256,60669.95
National Total,UNIFINE PENTIPS PLUS,PEN NEEDLE DIABETICDISP UNIT,1755,1641,3893,115354.48
National Total,UNIRETIC,MOEXIPRIL/HYDROCHLOROTHIAZIDE,114,118,460,52021.05
National Total,UNITHROID,LEVOTHYROXINE SODIUM,5793,4838,26340,391428.65
National Total,UNIVASC,MOEXIPRIL HCL,197,226,1123,165543.01
National Total,UR N-C,MTH/ME BLUE/SOD PHOS/PHEN/HYOS,54,51,70,4553.1
National Total,URAMAXIN,UREA,38,35,44,9855.52
National Total,URAMAXIN GT,UREA,20,18,23,6232.79
National Total,URAMAXIN GT,UREA/EMOLLIENT COMBINATION #65,18,16,21,4960.61
National Total,UREA,UREA,24718,12360,40955,2179113.95
National Total,UREA,UREA/LACTIC AC/ZN UNDECYLENATE,28,20,32,4697.52
National Total,UREA,UREA/LACTIC ACID/SALICYL ACID,17,12,19,3203.17
National Total,URECHOLINE,BETHANECHOL CHLORIDE,26,27,76,44567.77
National Total,URELLE,METHEN/M-BLUE/SAL/NA PHOS/HYOS,306,289,688,211328.22
National Total,URIBEL,MTH/ME BLUE/SOD PHOS/PHEN/HYOS,771,667,1463,182832.31
National Total,URIN D.S.,MTH/ME BLUE/SOD PHOS/PHEN/HYOS,388,313,437,6393.93
National Total,UROCIT-K,POTASSIUM CITRATE,2693,2177,7613,1223536.17
National Total,UROGESIC-BLUE,METHEN/SOD PHOS/METH BLUE/HYOS,501,423,787,53804.04
National Total,UROQID-ACID NO.2,METHEN MAND/NAPHOS M-B M-H,  ,  ,13,593.31
National Total,UROXATRAL,ALFUZOSIN HCL,3539,3177,13826,5349387.84
National Total,URSO,URSODIOL,190,209,796,321331.98
National Total,URSO FORTE,URSODIOL,183,202,937,463662.32
National Total,URSODIOL,URSODIOL,68403,44894,353523,39844078.43
National Total,USTELL,METHEN/M-BLUE/SAL/NA PHOS/HYOS,1031,721,1822,182375.32
National Total,UTA,METHEN/M-BLUE/SAL/NA PHOS/HYOS,218,187,314,41327.05
National Total,V-C FORTE,MULTIVITAMINS WITH MIN NO.7/FA,504,447,1787,22364.81
National Total,VAGIFEM,ESTRADIOL,110440,47632,355073,51948196.21
National Total,VALACYCLOVIR,VALACYCLOVIR HCL,566979,236131,1249395,90929419.86
National Total,VALCHLOR,MECHLORETHAMINE HCL,22,14,25,133278.13
National Total,VALCYTE,VALGANCICLOVIR HCL,17369,7064,63817,168574974.8
National Total,VALIUM,DIAZEPAM,4797,5106,15019,4956013.29
National Total,VALPROATE SODIUM,VALPROIC ACID (AS SODIUM SALT),57,50,254,55020.09
National Total,VALPROIC ACID,VALPROIC ACID,22439,21269,127035,5384737.09
National Total,VALPROIC ACID,VALPROIC ACID (AS SODIUM SALT),36999,25151,276196,6615772.08
National Total,VALSARTAN-HYDROCHLOROTHIAZIDE,VALSARTAN/HYDROCHLOROTHIAZIDE,603959,170199,3232069,335185357.7
National Total,VALSTAR,VALRUBICIN,  ,  ,15,244009
National Total,VALTREX,VALACYCLOVIR HCL,3135,3361,10241,3932404.48
National Total,VALTURNA,ALISKIREN/VALSARTAN,18,18,34,3384.28
National Total,VANCOCIN HCL,VANCOMYCIN HCL,1627,1679,2412,3541912.51
National Total,VANCOMYCIN,VANCOMYCIN IN DEXTROSEISO-OSM,1220,997,3698,284192.06
National Total,VANCOMYCIN HCL,VANCOMYCIN HCL,115142,71784,345180,121182707.4
National Total,VANCOMYCIN HCL,VANCOMYCIN HCL/D5W,4819,3364,14798,2207692.09
National Total,VANCOMYCIN-D5W,VANCOMYCIN HCL/D5W,583,502,1718,65928.39
National Total,VANDAZOLE,METRONIDAZOLE,7967,6429,10519,291151.45
National Total,VANIQA,EFLORNITHINE HCL,140,139,274,36464.29
National Total,VANISHPOINT,SYRING W-NDLDISPINSUL0.5ML,470,133,880,63388.3
National Total,VANISHPOINT,SYRINGE & NEEDLEINSULIN1 ML,620,377,2214,147515.64
National Total,VANOS,FLUOCINONIDE,4454,3361,6598,6127060.26
National Total,VANOXIDE-HC,BENZOYL PEROXIDE/HYDROCORTISON,19,16,24,1413.12
National Total,VANTAS,HISTRELIN AC,44,25,45,147148.58
National Total,VAQTA,HEPATITIS A VIRUS VACCINE/PF,1956,1443,2098,195598.6
National Total,VARIVAX VACCINE,VARICELLA VACCINE LIVE/PF,1134,848,1357,148300.37
National Total,VASCAZEN,OMEGA-3S/DHA/EPA/FISH OIL,  ,  ,14,2897.27
National Total,VASCEPA,ICOSAPENT ETHYL,13589,5245,40434,7984519.61
National Total,VASCULERA,DIOSMIN COMPLEX NO.1,119,96,304,31924.38
National Total,VASELINE PETROLEUM,PETROLATUMWHITE,  ,  ,15,204.23
National Total,VASERETIC,ENALAPRIL/HYDROCHLOROTHIAZIDE,159,183,755,163017.85
National Total,VASOTEC,ENALAPRIL MALEATE,1702,1861,8241,2971265.17
National Total,VAYACOG,PHOSPSERIN/OMEGA-3/DHA/EPA,  ,  ,22,1217.2
National Total,VECTIBIX,PANITUMUMAB,18,18,72,532297.18
National Total,VECTICAL,CALCITRIOL,4276,2559,8505,3335248.62
National Total,VELCADE,BORTEZOMIB,521,337,2288,13192588.82
National Total,VELIVET,DESOGESTREL-ETHINYL ESTRADIOL,205,237,1295,39972.61
National Total,VELTIN,CLINDAMYCIN/TRETINOIN,135,132,222,63416.24
National Total,VEMAVITE-PRX 2,PNV66/IRON FUMARATE/FA/DSS/DHA,14,14,42,1989.32
National Total,VENA-BAL DHA,PNV81/SOD IRON EDTA& PS/FA/OM3,  ,  ,17,1000.51
National Total,VENLAFAXINE HCL,VENLAFAXINE HCL,207193,120685,1026150,44452793.7
National Total,VENLAFAXINE HCL ER,VENLAFAXINE HCL,607441,214448,3909742,162846987.2
National Total,VENOFER,IRON SUCROSE COMPLEX,62,33,134,41235.04
National Total,VENTAVIS,ILOPROST TROMETHAMINE,22,21,91,1308137.22
National Total,VENTOLIN HFA,ALBUTEROL SULFATE,1036903,263387,2565608,126223280.5
National Total,VERAMYST,FLUTICASONE FUROATE,27077,21664,64098,9181179.14
National Total,VERAPAMIL ER,VERAPAMIL HCL,452133,177273,2545566,69895862.48
National Total,VERAPAMIL ER PM,VERAPAMIL HCL,20785,19440,108695,11781762.19
National Total,VERAPAMIL HCL,VERAPAMIL HCL,92700,73752,449969,14072329.21
National Total,VERDESO,DESONIDE,386,331,601,282965.7
National Total,VEREGEN,SINECATECHINS,535,491,878,613207.76
National Total,VERELAN,VERAPAMIL HCL,300,334,1666,562354.03
National Total,VERELAN PM,VERAPAMIL HCL,362,403,2205,582692.77
National Total,VERIPRED 20,PREDNISOLONE SOD PHOSPHATE,45,39,52,3372.3
National Total,VESICARE,SOLIFENACIN SUCCINATE,447697,140777,2202932,554124743.4
National Total,VESTURA,ETHINYL ESTRADIOL/DROSPIRENONE,344,357,787,57304.91
National Total,VEXOL,RIMEXOLONE,1898,1078,4397,276957.25
National Total,VFEND,VORICONAZOLE,185,188,493,1399243.06
National Total,VFEND IV,VORICONAZOLE,148,150,444,355875.82
National Total,VGO 20,SUB-Q INSULIN DEVICE 20 UNIT,909,628,2778,673913.34
National Total,VGO 30,SUB-Q INSULIN DEVICE 30 UNIT,966,672,2699,655781.15
National Total,VGO 40,SUB-Q INSULIN DEVICE 40 UNIT,1379,803,4399,1100829.37
National Total,VIAGRA,SILDENAFIL CITRATE,88709,43275,327495,54794410.01
National Total,VIBRAMYCIN,DOXYCYCLINE CALCIUM,1596,1426,2695,323913.6
National Total,VIBRAMYCIN,DOXYCYCLINE HYCLATE,178,178,307,84363.65
National Total,VIBRAMYCIN,DOXYCYCLINE MONOHYDRATE,268,266,489,55750.86
National Total,VICODIN,HYDROCODONE/ACETAMINOPHEN,48590,34031,68940,4489632.03
National Total,VICODIN ES,HYDROCODONE/ACETAMINOPHEN,25361,18527,44603,4961394.19
National Total,VICODIN HP,HYDROCODONE/ACETAMINOPHEN,3737,3716,9309,1954822.28
National Total,VICOPROFEN,HYDROCODONE/IBUPROFEN,130,157,681,258551.67
National Total,VICTOZA 2-PAK,LIRAGLUTIDE,62999,34082,226611,86394503.87
National Total,VICTOZA 3-PAK,LIRAGLUTIDE,105379,43273,421206,269181466.7
National Total,VICTRELIS,BOCEPREVIR,1968,1335,7973,45123779.55
National Total,VIDAZA,AZACITIDINE,154,112,685,3972106.02
National Total,VIDEX,DIDANOSINE,18,19,118,25980.34
National Total,VIDEX EC,DIDANOSINE,84,95,298,96652.28
National Total,VIGAMOX,MOXIFLOXACIN HCL,520677,51041,771897,80237144.06
National Total,VIIBRYD,VILAZODONE HYDROCHLORIDE,52592,31092,261567,42236664.91
National Total,VIMOVO,NAPROXEN/ESOMEPRAZOLE MAG,19769,12353,58975,7283008.31
National Total,VIMPAT,LACOSAMIDE,36986,23603,327224,174720873.8
National Total,VINBLASTINE SULFATE,VINBLASTINE SULFATE,19,17,54,3829.57
National Total,VINCASAR PFS,VINCRISTINE SULFATE,37,27,126,3518.72
National Total,VINCRISTINE SULFATE,VINCRISTINE SULFATE,92,63,295,3441.78
National Total,VINORELBINE TARTRATE,VINORELBINE TARTRATE,112,75,398,115018.12
National Total,VIOKACE,LIPASE/PROTEASE/AMYLASE,371,368,961,831120.96
National Total,VIORELE,DESOG-E.ESTRADIOL/E.ESTRADIOL,716,806,3783,180611.98
National Total,VIRACEPT,NELFINAVIR MESYLATE,1879,1831,16692,14703135.34
National Total,VIRAMUNE,NEVIRAPINE,830,765,4311,2704474.09
National Total,VIRAMUNE XR,NEVIRAPINE,3242,1842,29706,19238116.15
National Total,VIRASAL,SALICYLIC ACID,25,25,27,3852.74
National Total,VIREAD,TENOFOVIR DISOPROXIL FUMARATE,20618,11445,162489,133109920.2
National Total,VIROPTIC,TRIFLURIDINE,108,105,140,25114.11
National Total,VIRT-PN,PNV W-CA #40/IRON FUM/FA CMB#1,75,79,172,10679.43
National Total,VIRT-PN DHA,PNV COMBO#47/IRON/FA #1/DHA,91,97,305,22547.67
National Total,VIRT-SELECT,PNV80/IRON FUMARATE/FA/DSS/DHA,  ,  ,16,1295.18
National Total,VIRT-VITE,CYANOCOBALAMIN/FA/PYRIDOXINE,95,98,234,7283.26
National Total,VIRT-VITE FORTE,CYANOCOBALAMIN/FA/PYRIDOXINE,414,406,1230,50912.92
National Total,VIRT-VITE PLUS,FOLIC ACID/B COMPLEX & C NO.17,14,14,37,842.09
National Total,VISTARIL,HYDROXYZINE PAMOATE,193,216,566,93004.77
National Total,VISTIDE,CIDOFOVIR,19,20,32,41061.7
National Total,VIT 3,OM-3/DHA/EPA/B12/FA/B6/PHYTOST,68,64,225,15413.19
National Total,VITACIRC-B,METHYL-B12/L-MEFOLATE/B6 PHOS,1267,1186,3662,300665.82
National Total,VITAFOL,FE FUMARATE/CAL/E/FA/MULTIVIT,45,42,131,7873.37
National Total,VITAFOL-ONE,PNV#26/IRON POLY/FA/DHA,246,232,592,48679.82
National Total,VITAL-D RX,B CMPLX 4/VIT D3/C/FA/ZINC OX,2301,234,11962,114098.79
National Total,VITAMEDMD ONE RX,PRENATAL NO.25/IRON/FA #6/DHA,13,13,57,5471.47
National Total,VITAMEDMD PLUS RX,PRENATAL NO.39/IRON/FA #6/DHA,12,13,35,2847.27
National Total,VITAMEDMD REDICHEW RX,PRENATAL VIT#42/FA CMB#6,  ,  ,11,1921.05
National Total,VITAMIN D2,ERGOCALCIFEROL (VITAMIN D2),169370,59878,532596,3522454.73
National Total,VITAMIN K,PHYTONADIONE,36,35,49,629.69
National Total,VITUZ,HYDROCODONE/CHLORPHENIRAMINE,13,14,14,1602.82
National Total,VIVACTIL,PROTRIPTYLINE HCL,22,23,42,15830.96
National Total,VIVELLE-DOT,ESTRADIOL,61990,38510,281982,31389324.06
National Total,VIVITROL,NALTREXONE MICROSPHERES,861,653,3573,4103882.56
National Total,VIVOTIF BERNA,TYPHOID VACCLIVEATTENUATED,79,68,80,3627.44
National Total,VOL-CARE RX,VIT B CMPLX 3/FA/VIT C/BIOTIN,372,363,1148,19933.71
National Total,VOL-NATE,PRENATAL VIT NO.73/IRON/FA,60,50,211,1693.38
National Total,VOL-PLUS,PNV WITH CANO.71/IRON/FA,1270,1207,3449,26655.59
National Total,VOLTAREN,DICLOFENAC SODIUM,878777,185495,2101911,154540345.9
National Total,VOLTAREN-XR,DICLOFENAC SODIUM,149,158,490,246464.56
National Total,VORICONAZOLE,VORICONAZOLE,7444,6703,23352,39859532.04
National Total,VOSOL HC,ACETIC ACID/HYDROCORTISONE,31,30,35,6201.37
National Total,VOSPIRE ER,ALBUTEROL SULFATE,  ,  ,22,4632.92
National Total,VOTRIENT,PAZOPANIB HCL,3299,2289,12557,81609378.99
National Total,VP-CH-PNV,PNV34/IRONCARBONYL/FA/DSS/DHA,  ,  ,13,828.59
National Total,VP-GSTN,GENISTEIN/CIT ZN BISGLY/VIT D3,11,11,36,2488.85
National Total,VP-ZEL,B3/AZEL AC/ZINC/B6/COPPER/FA,  ,  ,28,1026.95
National Total,VPRIV,VELAGLUCERASE ALFA,13,11,195,4716282.21
National Total,VSL#3 DS,LACT CMB2/S.THERMOPHL/BIF CMB1,  ,  ,26,7069.87
National Total,VUSION,MICONAZOLE NITRATE/ZINC OX/PET,838,767,1814,652280.88
National Total,VYTORIN,EZETIMIBE/SIMVASTATIN,244250,109641,1214351,312583312.6
National Total,VYVANSE,LISDEXAMFETAMINE DIMESYLATE,15624,14051,97222,19695320.19
National Total,WARFARIN SODIUM,WARFARIN SODIUM,2418944,362998,16549437,185482336.5
National Total,WATER,WATER FOR IRRIGATIONSTERILE,8040,6298,23132,350102.8
National Total,WEBCOL,ALCOHOL ANTISEPTIC PADS,941,710,2480,8857.42
National Total,WELCHOL,COLESEVELAM HCL,181773,76925,740415,247778365.2
National Total,WELLBUTRIN,BUPROPION HCL,505,571,2060,441377.86
National Total,WELLBUTRIN SR,BUPROPION HCL,2252,2556,10491,3593865.62
National Total,WELLBUTRIN XL,BUPROPION HCL,6298,6579,35214,17706791.46
National Total,WERA,NORETHINDRONE-ETHINYL ESTRAD,54,62,239,7143.31
National Total,WINRHO SDF,RHO(D) IMMUNE GLOBULIN/MALTOSE,  ,  ,16,57954.8
National Total,WYMZYA FE,NORETH-ETHINYL ESTRADIOL/IRON,78,86,306,23279.92
National Total,X-VIATE,UREA,7707,5234,13725,423466.63
National Total,XALATAN,LATANOPROST,13650,8894,64565,9955426.05
National Total,XALKORI,CRIZOTINIB,757,761,3724,40364033.6
National Total,XANAX,ALPRAZOLAM,7645,8014,27894,6294777.49
National Total,XANAX XR,ALPRAZOLAM,294,327,1299,398779.65
National Total,XARELTO,RIVAROXABAN,416621,139507,1705382,519299965.6
National Total,XELJANZ,TOFACITINIB CITRATE,3289,1762,11575,26364366.1
National Total,XENAZINE,TETRABENAZINE,2816,1881,23520,152007837.4
National Total,XENICAL,ORLISTAT,912,923,2509,1318904.03
National Total,XEOMIN,INCOBOTULINUMTOXINA,112,88,229,188637.69
National Total,XERAC AC,ALUMINUM CHLORIDE,126,120,208,2206.55
National Total,XERESE,ACYCLOVIR/HYDROCORTISONE,920,853,1148,488852.41
National Total,XGEVA,DENOSUMAB,737,527,3316,5920822.71
National Total,XIAFLEX,COLLAGENASE CLOSTRIDIUM HIST.,298,230,356,1258809.6
National Total,XIFAXAN,RIFAXIMIN,50055,32245,187423,222292476.2
National Total,XODOL 10-300,HYDROCODONE/ACETAMINOPHEN,35,49,118,106891.69
National Total,XODOL 5-300,HYDROCODONE/ACETAMINOPHEN,48,50,66,28248.56
National Total,XODOL 7.5-300,HYDROCODONE/ACETAMINOPHEN,59,60,82,35689.72
National Total,XOLAIR,OMALIZUMAB,1912,1471,12970,37871365.01
National Total,XOLEGEL,KETOCONAZOLE,1313,1001,1833,804344.75
National Total,XOPENEX,LEVALBUTEROL HCL,1224,1187,3604,1140449.43
National Total,XOPENEX CONCENTRATE,LEVALBUTEROL HCL,42,39,91,26002.04
National Total,XOPENEX HFA,LEVALBUTEROL TARTRATE,104635,66311,348680,21697080.58
National Total,XTANDI,ENZALUTAMIDE,7329,3879,29572,231503731.2
National Total,XYLOCAINE,LIDOCAINE HCL,329,275,403,9991.02
National Total,XYLOCAINE WITH EPINEPHRINE,LIDOCAINE HCL/EPINEPHRINE,33,28,33,350.95
National Total,XYLOCAINE-MPF,LIDOCAINE HCL/PF,1245,668,1610,20242.96
National Total,XYREM,SODIUM OXYBATE,1795,1277,14686,96403341.24
National Total,XYZAL,LEVOCETIRIZINE DIHYDROCHLORIDE,1264,1295,4436,588952.46
National Total,YASMIN 28,ETHINYL ESTRADIOL/DROSPIRENONE,114,135,673,77010.31
National Total,YAZ,ETHINYL ESTRADIOL/DROSPIRENONE,160,182,807,88101.7
National Total,YERVOY,IPILIMUMAB,31,24,99,2909648.65
National Total,YF-VAX,YELLOW FEVER VACCINE LIVE/PF,2608,1349,2641,291302.14
National Total,ZAFIRLUKAST,ZAFIRLUKAST,28944,24439,154441,15894866.54
National Total,ZALEPLON,ZALEPLON,68316,41909,229693,6748719.74
National Total,ZALTRAP,ZIV-AFLIBERCEPT,29,23,97,699172.88
National Total,ZAMICET,HYDROCODONE/ACETAMINOPHEN,247,283,571,127896.27
National Total,ZANAFLEX,TIZANIDINE HCL,939,1016,3480,1196283.7
National Total,ZANTAC,RANITIDINE HCL,1056,1094,4074,1457676.94
National Total,ZANTAC 25,RANITIDINE HCL,  ,  ,12,2117.7
National Total,ZARAH,ETHINYL ESTRADIOL/DROSPIRENONE,1000,1141,5290,397926.4
National Total,ZARONTIN,ETHOSUXIMIDE,149,182,1118,274927.99
National Total,ZAROXOLYN,METOLAZONE,232,253,644,77941.89
National Total,ZATEAN-CH,PNV69/IRONCARBONYL/FA/DSS/DHA,14,15,29,1490.41
National Total,ZATEAN-PN,PNV W-CA #40/IRON FUM/FA CMB#1,59,59,143,9274.36
National Total,ZATEAN-PN DHA,PNV COMBO#47/IRON/FA #1/DHA,90,94,201,12896.18
National Total,ZATEAN-PN PLUS,PNV WITH CA #68/IRON/FA#1/DHA,45,47,116,8190.67
National Total,ZAVESCA,MIGLUSTAT,15,16,115,2203784.24
National Total,ZAZOLE,TERCONAZOLE,72,71,98,2918.7
National Total,ZEBUTAL,BUTALB/ACETAMINOPHEN/CAFFEINE,234,243,525,88807.94
National Total,ZEGERID,OMEPRAZOLE/SODIUM BICARBONATE,3086,3045,14243,6562411.19
National Total,ZELAPAR,SELEGILINE HCL,612,545,3552,2574276.58
National Total,ZELBORAF,VEMURAFENIB,1075,930,4150,38779317.55
National Total,ZEMA-PAK,DEXAMETHASONE,41,39,43,1131.92
National Total,ZEMAIRA,ALPHA-1-PROTEINASE INHIBITOR,454,396,5262,44713828.75
National Total,ZEMPLAR,PARICALCITOL,32778,13505,148747,52209631.12
National Total,ZENATANE,ISOTRETINOIN,137,135,257,95341.33
National Total,ZENCHENT,NORETHINDRONE-ETHINYL ESTRAD,525,602,2943,111589.07
National Total,ZENCHENT FE,NORETH-ETHINYL ESTRADIOL/IRON,173,190,844,60632.11
National Total,ZENCIA,SULFACETAMIDE SODIUM/SULFUR,17,  ,22,4644.09
National Total,ZENPEP,LIPASE/PROTEASE/AMYLASE,22661,15480,93575,50985174.89
National Total,ZENZEDI,DEXTROAMPHETAMINE SULFATE,  ,  ,12,3634.85
National Total,ZEOSA,NORETH-ETHINYL ESTRADIOL/IRON,  ,  ,15,966.97
National Total,ZERIT,STAVUDINE,42,46,224,103813.96
National Total,ZESTORETIC,LISINOPRIL/HYDROCHLOROTHIAZIDE,805,902,3880,346065.22
National Total,ZESTRIL,LISINOPRIL,2473,2821,12291,1158360.07
National Total,ZETIA,EZETIMIBE,697891,181911,3703877,886389428.3
National Total,ZETONNA,CICLESONIDE,6139,3996,12769,1838962.2
National Total,ZIAC,BISOPROLOL FUMARATE/HCTZ,411,457,2034,446337.35
National Total,ZIAGEN,ABACAVIR SULFATE,2097,1681,10002,5353733.31
National Total,ZIANA,CLINDAMYCIN/TRETINOIN,479,449,726,378075.8
National Total,ZIDOVUDINE,ZIDOVUDINE,3331,2757,22978,1220771.79
National Total,ZINC SULFATE,ZINC SULFATE,279,288,772,5324.87
National Total,ZIOPTAN,TAFLUPROST/PF,12848,5929,46273,6120701.62
National Total,ZIPRASIDONE HCL,ZIPRASIDONE HCL,125798,58977,1040448,235546714.5
National Total,ZIPSOR,DICLOFENAC POTASSIUM,2428,1840,5731,1997851.77
National Total,ZIRGAN,GANCICLOVIR,12607,8046,20331,4562085.03
National Total,ZITHRANOL,ANTHRALIN MICRONIZED,20,20,31,13919.84
National Total,ZITHROMAX,AZITHROMYCIN,3182,3233,4889,493091.07
National Total,ZITHROMAX TRI-PAK,AZITHROMYCIN,121,115,158,16412.25
National Total,ZMAX,AZITHROMYCIN,485,374,643,81827.07
National Total,ZOCOR,SIMVASTATIN,6511,6008,28090,7091250.3
National Total,ZOFRAN,ONDANSETRON HCL,644,692,1678,2451268.4
National Total,ZOFRAN ODT,ONDANSETRON,371,389,742,997848.96
National Total,ZOLADEX,GOSERELIN ACETATE,262,216,772,710484.56
National Total,ZOLEDRONIC ACID,ZOLEDRONIC ACID,731,366,2329,1606345.96
National Total,ZOLEDRONIC ACID,ZOLEDRONIC ACID/MANNITOL&WATER,2582,1347,2606,2063590.95
National Total,ZOLINZA,VORINOSTAT,191,184,681,4978647.81
National Total,ZOLMITRIPTAN,ZOLMITRIPTAN,5062,5138,13997,2843520.96
National Total,ZOLMITRIPTAN ODT,ZOLMITRIPTAN,1136,1149,3048,637749.25
